Warona Klaas | operation insert count 0 | operation find count = 15
Omaatla Ngwenya | operation insert count 9 | operation find count = 19
Banele Nhlapo | operation insert count 10 | operation find count = 15
Relebohile Mathebula | operation insert count 10 | operation find count = 17
Jayden Dlamini | operation insert count 10 | operation find count = 19
Lingomso Mofokeng | operation insert count 9 | operation find count = 19
Amohelang Tsotetsi | operation insert count 9 | operation find count = 17
Okuhle Mkhize | operation insert count 8 | operation find count = 21
Okuhle Buthelezi | operation insert count 8 | operation find count = 13
Jayden Petersen | operation insert count 9 | operation find count = 19
Olothando Dlamini | operation insert count 7 | operation find count = 17
Lebogang Dlamini | operation insert count 9 | operation find count = 21
Ofentse Ngcobo | operation insert count 7 | operation find count = 13
Phenyo Nkuna | operation insert count 8 | operation find count = 19
Aphelele Ngwenya | operation insert count 9 | operation find count = 17
Lesedi Jack | operation insert count 10 | operation find count = 21
Isabella Moloi | operation insert count 11 | operation find count = 21
Omphile Mthembu | operation insert count 10 | operation find count = 17
Lwandle Ndlovu | operation insert count 8 | operation find count = 21
Onthatile Nkosi | operation insert count 9 | operation find count = 17
Alunamda Nkosi | operation insert count 8 | operation find count = 15
Esihle Nkuna | operation insert count 9 | operation find count = 13
Jayden Peter | operation insert count 9 | operation find count = 13
Lingomso Moeng | operation insert count 9 | operation find count = 23
Kungawo Mathebula | operation insert count 9 | operation find count = 17
Lesedi Abrahams | operation insert count 10 | operation find count = 21
Ayabonga Booysen | operation insert count 8 | operation find count = 19
Amohelang Molefe | operation insert count 11 | operation find count = 21
Luke Shabangu | operation insert count 5 | operation find count = 15
Esihle Davids | operation insert count 9 | operation find count = 15
Warona Mnisi | operation insert count 9 | operation find count = 17
Hlelokuhle Ngcobo | operation insert count 9 | operation find count = 21
Minenhle Nkuna | operation insert count 9 | operation find count = 15
Remofilwe Nkosi | operation insert count 8 | operation find count = 21
Angel Khumalo | operation insert count 9 | operation find count = 17
Rorisang Motloung | operation insert count 10 | operation find count = 17
Melokuhle Jacobs | operation insert count 10 | operation find count = 21
Angel Tshabalala | operation insert count 9 | operation find count = 21
Omolemo Maluleke | operation insert count 9 | operation find count = 21
Philasande Moeng | operation insert count 7 | operation find count = 11
Kamohelo Motloung | operation insert count 10 | operation find count = 19
Esihle Ngwenya | operation insert count 9 | operation find count = 17
Bokamoso Moloi | operation insert count 10 | operation find count = 13
Kamogelo Buthelezi | operation insert count 10 | operation find count = 15
Lethokuhle Shabangu | operation insert count 9 | operation find count = 21
Likuwe Smith | operation insert count 9 | operation find count = 17
Karabo Shabangu | operation insert count 10 | operation find count = 17
Alwande Ngobeni | operation insert count 9 | operation find count = 17
Amohelang Mudau | operation insert count 10 | operation find count = 19
Onthatile Maluleke | operation insert count 8 | operation find count = 17
Melokuhle Malatji | operation insert count 10 | operation find count = 23
Jayden Petersen | operation insert count 9 | operation find count = 19
Warona Ndlovu | operation insert count 8 | operation find count = 19
Leano Ngwenya | operation insert count 10 | operation find count = 15
Reneilwe Sithole | operation insert count 9 | operation find count = 19
Luke Olyn | operation insert count 10 | operation find count = 21
Kamogelo Mosia | operation insert count 11 | operation find count = 21
Alwande Peter | operation insert count 8 | operation find count = 21
Iminathi Madikizela | operation insert count 10 | operation find count = 17
Elijah Mohlala | operation insert count 10 | operation find count = 17
Blessing Petersen | operation insert count 9 | operation find count = 15
Sphesihle Mnisi | operation insert count 10 | operation find count = 21
Naledi Khoza | operation insert count 10 | operation find count = 19
Iminathi Khoza | operation insert count 9 | operation find count = 17
Banele Maseko | operation insert count 10 | operation find count = 21
Luphawu Mogale | operation insert count 10 | operation find count = 19
Emihle Mogale | operation insert count 10 | operation find count = 21
Lethokuhle Van | operation insert count 9 | operation find count = 19
Asemahle Molefe | operation insert count 9 | operation find count = 21
Joshua Petersen | operation insert count 9 | operation find count = 17
Likuwe Motaung | operation insert count 9 | operation find count = 21
Lisakhanya Mathebula | operation insert count 10 | operation find count = 17
Kamogelo Witbooi | operation insert count 10 | operation find count = 15
Alunamda Klaas | operation insert count 8 | operation find count = 19
Alunamda Khumalo | operation insert count 10 | operation find count = 19
Onthatile Ndou | operation insert count 9 | operation find count = 21
Aphelele Ngwenya | operation insert count 10 | operation find count = 19
Omaatla Booi | operation insert count 9 | operation find count = 21
Philasande Moloi | operation insert count 12 | operation find count = 19
Relebohile Mathebula | operation insert count 10 | operation find count = 17
Alwande Shabangu | operation insert count 8 | operation find count = 17
Ayabonga Moeng | operation insert count 9 | operation find count = 19
Leano Daniels | operation insert count 10 | operation find count = 23
Omphile Motloung | operation insert count 10 | operation find count = 19
Leano Mahlangu | operation insert count 9 | operation find count = 19
Katlego Gumede | operation insert count 10 | operation find count = 15
Amohelang Nkosi | operation insert count 9 | operation find count = 19
Luke Olyn | operation insert count 10 | operation find count = 21
Kamogelo Abrahams | operation insert count 8 | operation find count = 19
Asemahle Ndou | operation insert count 9 | operation find count = 15
Reatlegile Ndou | operation insert count 9 | operation find count = 23
Karabo Abrahams | operation insert count 9 | operation find count = 23
Lubanzi Ndlovu | operation insert count 8 | operation find count = 23
Katleho Mahlangu | operation insert count 10 | operation find count = 21
Amahle Malatji | operation insert count 9 | operation find count = 13
Warona Jacobs | operation insert count 8 | operation find count = 19
Lingomso Khoza | operation insert count 9 | operation find count = 17
Lwandle Moloi | operation insert count 9 | operation find count = 23
Lingomso Motaung | operation insert count 9 | operation find count = 17
Amahle Beukes | operation insert count 9 | operation find count = 23
Bokang Radebe | operation insert count 9 | operation find count = 15
Alunamda Jack | operation insert count 9 | operation find count = 17
Khayone Mokoena | operation insert count 8 | operation find count = 17
Khayone Ngobeni | operation insert count 9 | operation find count = 23
Noah Mofokeng | operation insert count 9 | operation find count = 21
Esihle Beukes | operation insert count 10 | operation find count = 17
Leano Ngwenya | operation insert count 10 | operation find count = 15
Lesedi Mokoena | operation insert count 9 | operation find count = 19
Alunamda Van | operation insert count 10 | operation find count = 19
Kamohelo Mosia | operation insert count 10 | operation find count = 19
Lesedi Mogale | operation insert count 10 | operation find count = 19
Othalive Malatji | operation insert count 10 | operation find count = 17
Rethabile Cloete | operation insert count 9 | operation find count = 19
Letlotlo Tshabalala | operation insert count 8 | operation find count = 13
Khayone Gumede | operation insert count 10 | operation find count = 21
Amogelang Van | operation insert count 9 | operation find count = 21
Amohelang Ngwenya | operation insert count 10 | operation find count = 15
Elijah Mathebula | operation insert count 9 | operation find count = 21
Reneilwe Booysen | operation insert count 10 | operation find count = 21
Lingomso Louw | operation insert count 10 | operation find count = 19
Okuhle Mogale | operation insert count 12 | operation find count = 23
Alunamda Mogale | operation insert count 9 | operation find count = 19
Oratile Motaung | operation insert count 8 | operation find count = 15
